model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
    1143
       5
   time           timeInYear       radius         rho            temperature     capacity       conductivity       sources
   0.473493E+14   0.150044E+07   0.107755E+05   0.999917E+15    0.99455430E+04   0.257643E+16   0.665915E+28  -0.788921E-03  -0.217503E+23
   0.473493E+14   0.150044E+07   0.115229E+05   0.999903E+15    0.99454857E+04   0.257640E+16   0.665906E+28  -0.788901E-03   0.412542E+22
   0.473493E+14   0.150044E+07   0.123251E+05   0.999891E+15    0.99454343E+04   0.257638E+16   0.665897E+28  -0.788884E-03   0.787249E+23
   0.473493E+14   0.150044E+07   0.131274E+05   0.999877E+15    0.99453748E+04   0.257635E+16   0.665887E+28  -0.788863E-03   0.491412E+23
   0.473493E+14   0.150044E+07   0.139297E+05   0.999863E+15    0.99453167E+04   0.257632E+16   0.665876E+28  -0.788843E-03  -0.819090E+23
   0.473493E+14   0.150044E+07   0.147885E+05   0.999843E+15    0.99452341E+04   0.257628E+16   0.665864E+28  -0.788815E-03   0.698843E+22
   0.473493E+14   0.150044E+07   0.157039E+05   0.999825E+15    0.99451594E+04   0.257624E+16   0.665850E+28  -0.788789E-03  -0.750089E+23
   0.473493E+14   0.150044E+07   0.166193E+05   0.999805E+15    0.99450744E+04   0.257620E+16   0.665835E+28  -0.788760E-03  -0.332379E+23
   0.473493E+14   0.150044E+07   0.175346E+05   0.999785E+15    0.99449911E+04   0.257616E+16   0.665820E+28  -0.788731E-03   0.977146E+23
   0.473493E+14   0.150044E+07   0.185081E+05   0.999758E+15    0.99448762E+04   0.257610E+16   0.665803E+28  -0.788691E-03   0.562055E+23
   0.473493E+14   0.150044E+07   0.195396E+05   0.999733E+15    0.99447715E+04   0.257605E+16   0.665783E+28  -0.788655E-03   0.131629E+23
   0.473493E+14   0.150044E+07   0.205712E+05   0.999705E+15    0.99446539E+04   0.257599E+16   0.665763E+28  -0.788615E-03  -0.887013E+23
   0.473493E+14   0.150044E+07   0.216027E+05   0.999677E+15    0.99445383E+04   0.257593E+16   0.665743E+28  -0.788575E-03  -0.508021E+23
   0.473493E+14   0.150044E+07   0.226938E+05   0.999640E+15    0.99443830E+04   0.257585E+16   0.665719E+28  -0.788521E-03  -0.964692E+23
   0.473493E+14   0.150044E+07   0.238446E+05   0.999607E+15    0.99442406E+04   0.257578E+16   0.665692E+28  -0.788472E-03  -0.542309E+23
   0.473493E+14   0.150044E+07   0.249953E+05   0.999569E+15    0.99440824E+04   0.257570E+16   0.665665E+28  -0.788417E-03  -0.237014E+24
   0.473493E+14   0.150044E+07   0.261461E+05   0.999532E+15    0.99439263E+04   0.257562E+16   0.665637E+28  -0.788364E-03   0.102104E+24
   0.473493E+14   0.150044E+07   0.273579E+05   0.999483E+15    0.99437213E+04   0.257552E+16   0.665605E+28  -0.788293E-03  -0.702713E+23
   0.473493E+14   0.150044E+07   0.286309E+05   0.999438E+15    0.99435324E+04   0.257543E+16   0.665570E+28  -0.788228E-03   0.757603E+22
   0.473493E+14   0.150044E+07   0.299038E+05   0.999388E+15    0.99433242E+04   0.257532E+16   0.665535E+28  -0.788156E-03  -0.215331E+24
   0.473493E+14   0.150044E+07   0.311767E+05   0.999339E+15    0.99431186E+04   0.257522E+16   0.665498E+28  -0.788085E-03  -0.165396E+24
   0.473493E+14   0.150044E+07   0.325121E+05   0.999276E+15    0.99428533E+04   0.257509E+16   0.665456E+28  -0.787994E-03   0.146777E+24
   0.473493E+14   0.150044E+07   0.339101E+05   0.999218E+15    0.99426077E+04   0.257496E+16   0.665410E+28  -0.787909E-03  -0.147516E+24
   0.473493E+14   0.150044E+07   0.353080E+05   0.999154E+15    0.99423392E+04   0.257483E+16   0.665365E+28  -0.787817E-03  -0.352922E+24
   0.473493E+14   0.150044E+07   0.367060E+05   0.999091E+15    0.99420735E+04   0.257470E+16   0.665317E+28  -0.787725E-03  -0.318295E+23
   0.473493E+14   0.150044E+07   0.381678E+05   0.999010E+15    0.99417364E+04   0.257453E+16   0.665263E+28  -0.787609E-03  -0.218624E+24
   0.473493E+14   0.150044E+07   0.396936E+05   0.998936E+15    0.99414228E+04   0.257437E+16   0.665205E+28  -0.787501E-03  -0.213240E+24
   0.473493E+14   0.150044E+07   0.412194E+05   0.998855E+15    0.99410822E+04   0.257420E+16   0.665147E+28  -0.787384E-03  -0.302934E+24
   0.473493E+14   0.150044E+07   0.427451E+05   0.998774E+15    0.99407448E+04   0.257403E+16   0.665087E+28  -0.787268E-03   0.116706E+24
   0.473493E+14   0.150044E+07   0.443361E+05   0.998674E+15    0.99403226E+04   0.257382E+16   0.665019E+28  -0.787122E-03  -0.439632E+24
   0.473493E+14   0.150044E+07   0.459924E+05   0.998580E+15    0.99399286E+04   0.257363E+16   0.664946E+28  -0.786986E-03  -0.855683E+23
   0.473493E+14   0.150044E+07   0.476487E+05   0.998478E+15    0.99395029E+04   0.257341E+16   0.664873E+28  -0.786840E-03   0.403755E+24
   0.473493E+14   0.150044E+07   0.493049E+05   0.998378E+15    0.99390808E+04   0.257320E+16   0.664798E+28  -0.786695E-03  -0.108439E+24
   0.473493E+14   0.150044E+07   0.510277E+05   0.998254E+15    0.99385592E+04   0.257294E+16   0.664714E+28  -0.786515E-03  -0.592260E+24
   0.473493E+14   0.150044E+07   0.528171E+05   0.998137E+15    0.99380707E+04   0.257270E+16   0.664624E+28  -0.786347E-03   0.472915E+24
   0.473493E+14   0.150044E+07   0.546064E+05   0.998012E+15    0.99375456E+04   0.257244E+16   0.664534E+28  -0.786166E-03   0.301186E+24
   0.473493E+14   0.150044E+07   0.563958E+05   0.997888E+15    0.99370243E+04   0.257218E+16   0.664440E+28  -0.785987E-03   0.409273E+24
   0.473493E+14   0.150044E+07   0.582530E+05   0.997736E+15    0.99363875E+04   0.257186E+16   0.664337E+28  -0.785768E-03   0.100043E+24
   0.473493E+14   0.150044E+07   0.601779E+05   0.997594E+15    0.99357892E+04   0.257156E+16   0.664227E+28  -0.785563E-03  -0.214602E+22
   0.473493E+14   0.150044E+07   0.621029E+05   0.997441E+15    0.99351489E+04   0.257124E+16   0.664117E+28  -0.785342E-03   0.415981E+23
   0.473493E+14   0.150044E+07   0.640279E+05   0.997290E+15    0.99345129E+04   0.257092E+16   0.664003E+28  -0.785124E-03   0.555382E+24
   0.473493E+14   0.150044E+07   0.660218E+05   0.997107E+15    0.99337435E+04   0.257054E+16   0.663878E+28  -0.784860E-03   0.566305E+24
   0.473493E+14   0.150044E+07   0.680848E+05   0.996934E+15    0.99330188E+04   0.257018E+16   0.663745E+28  -0.784611E-03  -0.407587E+23
   0.473493E+14   0.150044E+07   0.701478E+05   0.996750E+15    0.99322460E+04   0.256979E+16   0.663611E+28  -0.784345E-03  -0.206288E+24
   0.473493E+14   0.150044E+07   0.722108E+05   0.996567E+15    0.99314779E+04   0.256941E+16   0.663474E+28  -0.784082E-03   0.313081E+24
   0.473493E+14   0.150044E+07   0.743439E+05   0.996348E+15    0.99305574E+04   0.256895E+16   0.663323E+28  -0.783766E-03   0.369294E+24
   0.473493E+14   0.150044E+07   0.765472E+05   0.996141E+15    0.99296880E+04   0.256852E+16   0.663164E+28  -0.783468E-03   0.123199E+24
   0.473493E+14   0.150044E+07   0.787505E+05   0.995921E+15    0.99287642E+04   0.256806E+16   0.663004E+28  -0.783151E-03   0.102826E+25
   0.473493E+14   0.150044E+07   0.809538E+05   0.995702E+15    0.99278454E+04   0.256760E+16   0.662840E+28  -0.782836E-03  -0.370404E+24
   0.473493E+14   0.150044E+07   0.832284E+05   0.995441E+15    0.99267534E+04   0.256705E+16   0.662660E+28  -0.782461E-03  -0.455967E+24
   0.473493E+14   0.150044E+07   0.855743E+05   0.995195E+15    0.99257196E+04   0.256654E+16   0.662471E+28  -0.782107E-03   0.165375E+25
   0.473493E+14   0.150044E+07   0.879201E+05   0.994934E+15    0.99246246E+04   0.256599E+16   0.662281E+28  -0.781732E-03  -0.818839E+24
   0.473493E+14   0.150044E+07   0.902660E+05   0.994675E+15    0.99235351E+04   0.256545E+16   0.662086E+28  -0.781359E-03   0.117097E+25
   0.473493E+14   0.150044E+07   0.926842E+05   0.994368E+15    0.99222499E+04   0.256481E+16   0.661874E+28  -0.780920E-03  -0.197743E+25
   0.473493E+14   0.150044E+07   0.951747E+05   0.994078E+15    0.99210306E+04   0.256420E+16   0.661651E+28  -0.780503E-03  -0.134090E+24
   0.473493E+14   0.150044E+07   0.976652E+05   0.993771E+15    0.99197427E+04   0.256356E+16   0.661427E+28  -0.780062E-03   0.835594E+24
   0.473493E+14   0.150044E+07   0.100156E+06   0.993465E+15    0.99184608E+04   0.256292E+16   0.661198E+28  -0.779624E-03  -0.563395E+24
   0.473493E+14   0.150044E+07   0.102720E+06   0.993107E+15    0.99169592E+04   0.256217E+16   0.660949E+28  -0.779111E-03   0.860042E+24
   0.473493E+14   0.150044E+07   0.105357E+06   0.992767E+15    0.99155318E+04   0.256146E+16   0.660688E+28  -0.778624E-03   0.103687E+25
   0.473493E+14   0.150044E+07   0.107994E+06   0.992409E+15    0.99140279E+04   0.256071E+16   0.660426E+28  -0.778111E-03  -0.130105E+24
   0.473493E+14   0.150044E+07   0.110631E+06   0.992052E+15    0.99125304E+04   0.255997E+16   0.660158E+28  -0.777600E-03   0.320703E+23
   0.473493E+14   0.150044E+07   0.113343E+06   0.991636E+15    0.99107878E+04   0.255910E+16   0.659869E+28  -0.777006E-03   0.349407E+23
   0.473493E+14   0.150044E+07   0.116128E+06   0.991241E+15    0.99091281E+04   0.255828E+16   0.659565E+28  -0.776441E-03   0.930866E+24
   0.473493E+14   0.150044E+07   0.118914E+06   0.990825E+15    0.99073836E+04   0.255741E+16   0.659261E+28  -0.775847E-03  -0.603654E+24
   0.473493E+14   0.150044E+07   0.121700E+06   0.990410E+15    0.99056460E+04   0.255654E+16   0.658950E+28  -0.775256E-03   0.266466E+25
   0.473493E+14   0.150044E+07   0.124561E+06   0.989931E+15    0.99036360E+04   0.255554E+16   0.658615E+28  -0.774573E-03   0.207299E+25
   0.473493E+14   0.150044E+07   0.127497E+06   0.989474E+15    0.99017185E+04   0.255459E+16   0.658264E+28  -0.773921E-03   0.480336E+24
   0.473493E+14   0.150044E+07   0.130433E+06   0.988994E+15    0.98997073E+04   0.255359E+16   0.657913E+28  -0.773238E-03   0.285315E+24
   0.473493E+14   0.150044E+07   0.133369E+06   0.988516E+15    0.98977035E+04   0.255259E+16   0.657554E+28  -0.772559E-03   0.238366E+25
   0.473493E+14   0.150044E+07   0.136381E+06   0.987966E+15    0.98953987E+04   0.255145E+16   0.657169E+28  -0.771777E-03   0.205125E+25
   0.473493E+14   0.150044E+07   0.139469E+06   0.987441E+15    0.98931962E+04   0.255036E+16   0.656766E+28  -0.771031E-03  -0.846099E+23
   0.473493E+14   0.150044E+07   0.142557E+06   0.986891E+15    0.98908908E+04   0.254921E+16   0.656362E+28  -0.770251E-03   0.299351E+25
   0.473493E+14   0.150044E+07   0.145645E+06   0.986343E+15    0.98885934E+04   0.254807E+16   0.655951E+28  -0.769474E-03   0.425832E+25
   0.473493E+14   0.150044E+07   0.148809E+06   0.985716E+15    0.98859647E+04   0.254676E+16   0.655510E+28  -0.768586E-03  -0.239313E+25
   0.473493E+14   0.150044E+07   0.152051E+06   0.985115E+15    0.98834489E+04   0.254552E+16   0.655049E+28  -0.767736E-03   0.290625E+25
   0.473493E+14   0.150044E+07   0.155293E+06   0.984488E+15    0.98808205E+04   0.254421E+16   0.654589E+28  -0.766850E-03   0.303056E+25
   0.473493E+14   0.150044E+07   0.158534E+06   0.983863E+15    0.98782005E+04   0.254291E+16   0.654119E+28  -0.765967E-03   0.208843E+25
   0.473493E+14   0.150044E+07   0.161853E+06   0.983151E+15    0.98752177E+04   0.254143E+16   0.653617E+28  -0.764963E-03   0.213517E+25
   0.473493E+14   0.150044E+07   0.165249E+06   0.982468E+15    0.98723589E+04   0.254002E+16   0.653094E+28  -0.764002E-03   0.841513E+24
   0.473493E+14   0.150044E+07   0.168646E+06   0.981756E+15    0.98693773E+04   0.253854E+16   0.652570E+28  -0.763000E-03   0.291023E+25
   0.473493E+14   0.150044E+07   0.172042E+06   0.981046E+15    0.98664047E+04   0.253707E+16   0.652037E+28  -0.762003E-03   0.297120E+25
   0.473493E+14   0.150044E+07   0.175517E+06   0.980242E+15    0.98630363E+04   0.253540E+16   0.651468E+28  -0.760874E-03   0.311826E+25
   0.473493E+14   0.150044E+07   0.179069E+06   0.979470E+15    0.98598035E+04   0.253380E+16   0.650876E+28  -0.759791E-03   0.441339E+25
   0.473493E+14   0.150044E+07   0.182622E+06   0.978665E+15    0.98564373E+04   0.253213E+16   0.650284E+28  -0.758666E-03   0.296913E+25
   0.473493E+14   0.150044E+07   0.186174E+06   0.977864E+15    0.98530809E+04   0.253047E+16   0.649681E+28  -0.757545E-03   0.416385E+25
   0.473493E+14   0.150044E+07   0.189806E+06   0.976959E+15    0.98492943E+04   0.252860E+16   0.649039E+28  -0.756282E-03   0.126242E+25
   0.473493E+14   0.150044E+07   0.193516E+06   0.976089E+15    0.98456553E+04   0.252680E+16   0.648373E+28  -0.755070E-03   0.403842E+25
   0.473493E+14   0.150044E+07   0.197225E+06   0.975185E+15    0.98418722E+04   0.252493E+16   0.647706E+28  -0.753811E-03   0.219682E+25
   0.473493E+14   0.150044E+07   0.200935E+06   0.974283E+15    0.98380994E+04   0.252307E+16   0.647027E+28  -0.752558E-03   0.362579E+25
   0.473493E+14   0.150044E+07   0.204724E+06   0.973269E+15    0.98338611E+04   0.252098E+16   0.646307E+28  -0.751152E-03   0.680359E+25
   0.473493E+14   0.150044E+07   0.208592E+06   0.972294E+15    0.98297829E+04   0.251897E+16   0.645559E+28  -0.749801E-03   0.438399E+25
   0.473493E+14   0.150044E+07   0.212461E+06   0.971281E+15    0.98255495E+04   0.251688E+16   0.644811E+28  -0.748400E-03   0.341478E+25
   0.473493E+14   0.150044E+07   0.216329E+06   0.970271E+15    0.98213271E+04   0.251480E+16   0.644050E+28  -0.747006E-03   0.295498E+25
   0.473493E+14   0.150044E+07   0.220277E+06   0.969141E+15    0.98166026E+04   0.251247E+16   0.643245E+28  -0.745448E-03  -0.357131E+24
   0.473493E+14   0.150044E+07   0.224304E+06   0.968052E+15    0.98120512E+04   0.251023E+16   0.642409E+28  -0.743950E-03   0.110464E+26
   0.473493E+14   0.150044E+07   0.228331E+06   0.966922E+15    0.98073333E+04   0.250791E+16   0.641574E+28  -0.742399E-03   0.495869E+25
   0.473493E+14   0.150044E+07   0.232359E+06   0.965795E+15    0.98026271E+04   0.250559E+16   0.640725E+28  -0.740855E-03   0.610902E+25
   0.473493E+14   0.150044E+07   0.236466E+06   0.964539E+15    0.97973813E+04   0.250301E+16   0.639827E+28  -0.739137E-03   0.228152E+25
   0.473493E+14   0.150044E+07   0.240653E+06   0.963327E+15    0.97923221E+04   0.250053E+16   0.638897E+28  -0.737484E-03   0.765126E+25
   0.473493E+14   0.150044E+07   0.244840E+06   0.962073E+15    0.97870848E+04   0.249796E+16   0.637968E+28  -0.735775E-03   0.370381E+25
   0.473493E+14   0.150044E+07   0.249028E+06   0.960821E+15    0.97818600E+04   0.249539E+16   0.637023E+28  -0.734073E-03   0.758540E+25
   0.473493E+14   0.150044E+07   0.253295E+06   0.959430E+15    0.97760573E+04   0.249255E+16   0.636027E+28  -0.732187E-03   0.108881E+26
   0.473493E+14   0.150044E+07   0.257643E+06   0.958087E+15    0.97704551E+04   0.248980E+16   0.634995E+28  -0.730370E-03   0.423227E+25
   0.473493E+14   0.150044E+07   0.261991E+06   0.956698E+15    0.97646630E+04   0.248696E+16   0.633965E+28  -0.728496E-03   0.566212E+25
   0.473493E+14   0.150044E+07   0.266339E+06   0.955311E+15    0.97588844E+04   0.248414E+16   0.632918E+28  -0.726629E-03   0.962057E+25
   0.473493E+14   0.150044E+07   0.270767E+06   0.953777E+15    0.97524889E+04   0.248101E+16   0.631815E+28  -0.724568E-03   0.505188E+25
   0.473493E+14   0.150044E+07   0.275276E+06   0.952293E+15    0.97463081E+04   0.247799E+16   0.630676E+28  -0.722580E-03  -0.921380E+24
   0.473493E+14   0.150044E+07   0.279785E+06   0.950761E+15    0.97399257E+04   0.247487E+16   0.629537E+28  -0.720533E-03   0.749653E+25
   0.473493E+14   0.150044E+07   0.284293E+06   0.949232E+15    0.97335576E+04   0.247176E+16   0.628380E+28  -0.718494E-03   0.164856E+25
   0.473493E+14   0.150044E+07   0.288883E+06   0.947544E+15    0.97265331E+04   0.246834E+16   0.627165E+28  -0.716251E-03   0.981790E+25
   0.473493E+14   0.150044E+07   0.293553E+06   0.945911E+15    0.97197380E+04   0.246503E+16   0.625910E+28  -0.714087E-03  -0.366367E+25
   0.473493E+14   0.150044E+07   0.298224E+06   0.944227E+15    0.97127296E+04   0.246161E+16   0.624655E+28  -0.711860E-03   0.975822E+25
   0.473493E+14   0.150044E+07   0.302894E+06   0.942545E+15    0.97057365E+04   0.245821E+16   0.623382E+28  -0.709644E-03  -0.488305E+25
   0.473493E+14   0.150044E+07   0.307646E+06   0.940695E+15    0.96980470E+04   0.245448E+16   0.622046E+28  -0.707214E-03   0.135612E+26
   0.473493E+14   0.150044E+07   0.312478E+06   0.938904E+15    0.96906019E+04   0.245086E+16   0.620667E+28  -0.375089E-03  -0.256225E+25
   0.473493E+14   0.150044E+07   0.317310E+06   0.937057E+15    0.96829318E+04   0.244714E+16   0.619290E+28  -0.373865E-03   0.102673E+26
   0.473493E+14   0.150044E+07   0.322142E+06   0.935214E+15    0.96752783E+04   0.244343E+16   0.617892E+28  -0.372648E-03  -0.142184E+25
   0.473493E+14   0.150044E+07   0.327056E+06   0.933193E+15    0.96668878E+04   0.243937E+16   0.616428E+28  -0.371317E-03   0.165011E+26
   0.473493E+14   0.150044E+07   0.332050E+06   0.931233E+15    0.96587571E+04   0.243544E+16   0.614919E+28  -0.370032E-03   0.514797E+25
   0.473493E+14   0.150044E+07   0.337045E+06   0.929216E+15    0.96503902E+04   0.243139E+16   0.613411E+28  -0.368714E-03   0.264334E+25
   0.473493E+14   0.150044E+07   0.342039E+06   0.927202E+15    0.96420410E+04   0.242737E+16   0.611881E+28  -0.367402E-03   0.901741E+25
   0.473493E+14   0.150044E+07   0.347115E+06   0.924999E+15    0.96329141E+04   0.242296E+16   0.610281E+28  -0.365973E-03   0.101558E+26
   0.473493E+14   0.150044E+07   0.352272E+06   0.922862E+15    0.96240628E+04   0.241870E+16   0.608634E+28  -0.364592E-03   0.119975E+26
   0.473493E+14   0.150044E+07   0.357430E+06   0.920664E+15    0.96149642E+04   0.241433E+16   0.606987E+28  -0.363177E-03  -0.541024E+24
   0.473493E+14   0.150044E+07   0.362587E+06   0.918470E+15    0.96058847E+04   0.240996E+16   0.605318E+28  -0.361770E-03   0.106305E+26
   0.473493E+14   0.150044E+07   0.367825E+06   0.916076E+15    0.95959862E+04   0.240521E+16   0.603574E+28  -0.360242E-03  -0.171242E+25
   0.473493E+14   0.150044E+07   0.373146E+06   0.913752E+15    0.95863799E+04   0.240061E+16   0.601780E+28  -0.358764E-03   0.746337E+25
   0.473493E+14   0.150044E+07   0.378466E+06   0.911364E+15    0.95765155E+04   0.239589E+16   0.599988E+28  -0.357253E-03   0.136399E+25
   0.473493E+14   0.150044E+07   0.383786E+06   0.908980E+15    0.95666717E+04   0.239118E+16   0.598172E+28  -0.355750E-03   0.859420E+25
   0.473493E+14   0.150044E+07   0.389188E+06   0.906386E+15    0.95559672E+04   0.238607E+16   0.596276E+28  -0.354122E-03   0.112313E+26
   0.473493E+14   0.150044E+07   0.394672E+06   0.903865E+15    0.95455720E+04   0.238111E+16   0.594327E+28  -0.352548E-03   0.828554E+24
   0.473493E+14   0.150044E+07   0.400156E+06   0.901278E+15    0.95349083E+04   0.237604E+16   0.592381E+28  -0.350940E-03   0.846990E+25
   0.473493E+14   0.150044E+07   0.405640E+06   0.898694E+15    0.95242671E+04   0.237098E+16   0.590409E+28  -0.349341E-03   0.922089E+24
   0.473493E+14   0.150044E+07   0.411206E+06   0.895889E+15    0.95127225E+04   0.236550E+16   0.588353E+28  -0.347615E-03   0.734071E+25
   0.473493E+14   0.150044E+07   0.416855E+06   0.893162E+15    0.95015053E+04   0.236018E+16   0.586242E+28  -0.345944E-03   0.833616E+25
   0.473493E+14   0.150044E+07   0.422503E+06   0.890365E+15    0.94900098E+04   0.235474E+16   0.584133E+28  -0.344240E-03   0.321553E+25
   0.473493E+14   0.150044E+07   0.428152E+06   0.887572E+15    0.94785390E+04   0.234932E+16   0.581997E+28  -0.342548E-03   0.117091E+26
   0.473493E+14   0.150044E+07   0.433883E+06   0.884547E+15    0.94661207E+04   0.234346E+16   0.579773E+28  -0.340724E-03   0.242764E+25
   0.473493E+14   0.150044E+07   0.439697E+06   0.881603E+15    0.94540491E+04   0.233778E+16   0.577491E+28  -0.338959E-03  -0.109252E+25
   0.473493E+14   0.150044E+07   0.445512E+06   0.878587E+15    0.94416902E+04   0.233197E+16   0.575210E+28  -0.337161E-03   0.129002E+26
   0.473493E+14   0.150044E+07   0.451326E+06   0.875575E+15    0.94293582E+04   0.232618E+16   0.572903E+28  -0.335376E-03   0.114789E+26
   0.473493E+14   0.150044E+07   0.457224E+06   0.872318E+15    0.94160328E+04   0.231993E+16   0.570501E+28  -0.333457E-03  -0.670546E+25
   0.473493E+14   0.150044E+07   0.463206E+06   0.869148E+15    0.94030751E+04   0.231388E+16   0.568038E+28  -0.331600E-03   0.633170E+25
