model:  21
model depth: 10^{10}g/cc
relative accuracy in total stellar mass SMASS .1000000E-06
central grav.mass density [g/cc] .1000000E+16
stellar mass [g] .3685329E+34 stellr mass [M_{sun}]    0.185E+01
g14 - gravitational acceleration in 10^{14} cm/s^2 .2116947E+01
radius .1245748E+07
spatialKnotsNumber:   1143                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
 sigma = 0.700000E+00
The model does not account for superfluidity                                                                                                                                                            
#
   time                timeInYear       surfaceFlux    Tg[K] on rho_b         Ts     neutrinoLosses
   0.9354930000000E+14   0.296446E+07  -0.166786E+24   0.348118E+04   0.348118E+04  -0.198097E+13
   0.9363330000000E+14   0.296712E+07  -0.166321E+24   0.347875E+04   0.347875E+04  -0.197269E+13
   0.9371730000000E+14   0.296979E+07  -0.165858E+24   0.347632E+04   0.347632E+04  -0.196446E+13
   0.9380130000000E+14   0.297245E+07  -0.165397E+24   0.347391E+04   0.347391E+04  -0.195627E+13
   0.9388530000000E+14   0.297511E+07  -0.164937E+24   0.347149E+04   0.347149E+04  -0.194813E+13
   0.9396930000000E+14   0.297777E+07  -0.164480E+24   0.346908E+04   0.346908E+04  -0.194003E+13
   0.9405330000000E+14   0.298043E+07  -0.164024E+24   0.346668E+04   0.346668E+04  -0.193198E+13
   0.9413730000000E+14   0.298309E+07  -0.163571E+24   0.346428E+04   0.346428E+04  -0.192397E+13
   0.9422130000000E+14   0.298576E+07  -0.163119E+24   0.346188E+04   0.346188E+04  -0.191601E+13
   0.9430530000000E+14   0.298842E+07  -0.162669E+24   0.345950E+04   0.345950E+04  -0.190808E+13
   0.9438930000000E+14   0.299108E+07  -0.162221E+24   0.345711E+04   0.345711E+04  -0.190021E+13
   0.9447330000000E+14   0.299374E+07  -0.161775E+24   0.345473E+04   0.345473E+04  -0.189238E+13
   0.9455730000000E+14   0.299640E+07  -0.161331E+24   0.345236E+04   0.345236E+04  -0.188458E+13
   0.9464130000000E+14   0.299907E+07  -0.160888E+24   0.344999E+04   0.344999E+04  -0.187684E+13
   0.9472530000000E+14   0.300173E+07  -0.160448E+24   0.344762E+04   0.344762E+04  -0.186913E+13
   0.9480930000000E+14   0.300439E+07  -0.160009E+24   0.344526E+04   0.344526E+04  -0.186147E+13
   0.9489330000000E+14   0.300705E+07  -0.159572E+24   0.344291E+04   0.344291E+04  -0.185385E+13
   0.9497730000000E+14   0.300971E+07  -0.159137E+24   0.344056E+04   0.344056E+04  -0.184627E+13
   0.9506130000000E+14   0.301238E+07  -0.158704E+24   0.343822E+04   0.343822E+04  -0.183874E+13
   0.9514530000000E+14   0.301504E+07  -0.158272E+24   0.343587E+04   0.343587E+04  -0.183124E+13
   0.9522930000000E+14   0.301770E+07  -0.157842E+24   0.343354E+04   0.343354E+04  -0.182378E+13
   0.9531330000000E+14   0.302036E+07  -0.157414E+24   0.343121E+04   0.343121E+04  -0.181637E+13
   0.9539730000000E+14   0.302302E+07  -0.156987E+24   0.342888E+04   0.342888E+04  -0.180899E+13
   0.9548130000000E+14   0.302568E+07  -0.156563E+24   0.342656E+04   0.342656E+04  -0.180166E+13
   0.9556530000000E+14   0.302835E+07  -0.156140E+24   0.342424E+04   0.342424E+04  -0.179436E+13
   0.9564930000000E+14   0.303101E+07  -0.155718E+24   0.342193E+04   0.342193E+04  -0.178710E+13
   0.9573330000000E+14   0.303367E+07  -0.155299E+24   0.341963E+04   0.341963E+04  -0.177989E+13
   0.9581730000000E+14   0.303633E+07  -0.154881E+24   0.341732E+04   0.341732E+04  -0.177271E+13
   0.9590130000000E+14   0.303899E+07  -0.154465E+24   0.341502E+04   0.341502E+04  -0.176557E+13
   0.9598530000000E+14   0.304166E+07  -0.154050E+24   0.341273E+04   0.341273E+04  -0.175847E+13
   0.9606930000000E+14   0.304432E+07  -0.153638E+24   0.341044E+04   0.341044E+04  -0.175140E+13
   0.9615330000000E+14   0.304698E+07  -0.153227E+24   0.340816E+04   0.340816E+04  -0.174438E+13
   0.9623730000000E+14   0.304964E+07  -0.152817E+24   0.340588E+04   0.340588E+04  -0.173739E+13
   0.9632130000000E+14   0.305230E+07  -0.152409E+24   0.340360E+04   0.340360E+04  -0.173044E+13
   0.9640530000000E+14   0.305496E+07  -0.152003E+24   0.340133E+04   0.340133E+04  -0.172352E+13
   0.9648930000000E+14   0.305763E+07  -0.151598E+24   0.339907E+04   0.339907E+04  -0.171664E+13
   0.9657330000000E+14   0.306029E+07  -0.151195E+24   0.339681E+04   0.339681E+04  -0.170980E+13
   0.9665730000000E+14   0.306295E+07  -0.150794E+24   0.339455E+04   0.339455E+04  -0.170300E+13
   0.9674130000000E+14   0.306561E+07  -0.150394E+24   0.339230E+04   0.339230E+04  -0.169623E+13
   0.9682530000000E+14   0.306827E+07  -0.149996E+24   0.339005E+04   0.339005E+04  -0.168950E+13
   0.9690930000000E+14   0.307094E+07  -0.149599E+24   0.338781E+04   0.338781E+04  -0.168280E+13
   0.9699330000000E+14   0.307360E+07  -0.149204E+24   0.338557E+04   0.338557E+04  -0.167614E+13
   0.9707730000000E+14   0.307626E+07  -0.148810E+24   0.338333E+04   0.338333E+04  -0.166951E+13
   0.9716130000000E+14   0.307892E+07  -0.148418E+24   0.338110E+04   0.338110E+04  -0.166292E+13
   0.9724530000000E+14   0.308158E+07  -0.148028E+24   0.337888E+04   0.337888E+04  -0.165636E+13
   0.9732930000000E+14   0.308425E+07  -0.147639E+24   0.337665E+04   0.337665E+04  -0.164984E+13
   0.9741330000000E+14   0.308691E+07  -0.147252E+24   0.337444E+04   0.337444E+04  -0.164335E+13
   0.9749730000000E+14   0.308957E+07  -0.146866E+24   0.337223E+04   0.337223E+04  -0.163690E+13
   0.9758130000000E+14   0.309223E+07  -0.146482E+24   0.337002E+04   0.337002E+04  -0.163048E+13
   0.9766530000000E+14   0.309489E+07  -0.146099E+24   0.336781E+04   0.336781E+04  -0.162409E+13
   0.9774930000000E+14   0.309755E+07  -0.145718E+24   0.336562E+04   0.336562E+04  -0.161774E+13
   0.9783330000000E+14   0.310022E+07  -0.145338E+24   0.336342E+04   0.336342E+04  -0.161142E+13
   0.9791730000000E+14   0.310288E+07  -0.144960E+24   0.336123E+04   0.336123E+04  -0.160513E+13
   0.9800130000000E+14   0.310554E+07  -0.144583E+24   0.335904E+04   0.335904E+04  -0.159888E+13
   0.9808530000000E+14   0.310820E+07  -0.144207E+24   0.335686E+04   0.335686E+04  -0.159265E+13
   0.9816930000000E+14   0.311086E+07  -0.143833E+24   0.335468E+04   0.335468E+04  -0.158646E+13
   0.9825330000000E+14   0.311353E+07  -0.143461E+24   0.335251E+04   0.335251E+04  -0.158030E+13
   0.9833730000000E+14   0.311619E+07  -0.143090E+24   0.335034E+04   0.335034E+04  -0.157417E+13
   0.9842130000000E+14   0.311885E+07  -0.142720E+24   0.334817E+04   0.334817E+04  -0.156808E+13
   0.9850530000000E+14   0.312151E+07  -0.142352E+24   0.334601E+04   0.334601E+04  -0.156202E+13
   0.9858930000000E+14   0.312417E+07  -0.141986E+24   0.334386E+04   0.334386E+04  -0.155599E+13
   0.9867330000000E+14   0.312683E+07  -0.141620E+24   0.334170E+04   0.334170E+04  -0.154999E+13
   0.9875730000000E+14   0.312950E+07  -0.141256E+24   0.333955E+04   0.333955E+04  -0.154401E+13
   0.9884130000000E+14   0.313216E+07  -0.140894E+24   0.333741E+04   0.333741E+04  -0.153807E+13
   0.9892530000000E+14   0.313482E+07  -0.140533E+24   0.333527E+04   0.333527E+04  -0.153216E+13
   0.9900930000000E+14   0.313748E+07  -0.140173E+24   0.333313E+04   0.333313E+04  -0.152629E+13
   0.9909330000000E+14   0.314014E+07  -0.139815E+24   0.333100E+04   0.333100E+04  -0.152044E+13
   0.9917730000000E+14   0.314281E+07  -0.139458E+24   0.332887E+04   0.332887E+04  -0.151462E+13
   0.9926130000000E+14   0.314547E+07  -0.139102E+24   0.332675E+04   0.332675E+04  -0.150883E+13
   0.9934530000000E+14   0.314813E+07  -0.138748E+24   0.332463E+04   0.332463E+04  -0.150307E+13
   0.9942930000000E+14   0.315079E+07  -0.138395E+24   0.332251E+04   0.332251E+04  -0.149734E+13
   0.9951330000000E+14   0.315345E+07  -0.138043E+24   0.332040E+04   0.332040E+04  -0.149164E+13
   0.9959730000000E+14   0.315612E+07  -0.137693E+24   0.331829E+04   0.331829E+04  -0.148596E+13
   0.9968130000000E+14   0.315878E+07  -0.137344E+24   0.331619E+04   0.331619E+04  -0.148032E+13
   0.9976530000000E+14   0.316144E+07  -0.136997E+24   0.331409E+04   0.331409E+04  -0.147470E+13
   0.9984930000000E+14   0.316410E+07  -0.136650E+24   0.331199E+04   0.331199E+04  -0.146911E+13
   0.9993330000000E+14   0.316676E+07  -0.136305E+24   0.330990E+04   0.330990E+04  -0.146355E+13
   0.1000173000000E+15   0.316942E+07  -0.135961E+24   0.330781E+04   0.330781E+04  -0.145802E+13
   0.1001013000000E+15   0.317209E+07  -0.135619E+24   0.330573E+04   0.330573E+04  -0.145252E+13
   0.1001853000000E+15   0.317475E+07  -0.135278E+24   0.330365E+04   0.330365E+04  -0.144705E+13
   0.1002693000000E+15   0.317741E+07  -0.134939E+24   0.330157E+04   0.330157E+04  -0.144160E+13
   0.1003533000000E+15   0.318007E+07  -0.134600E+24   0.329950E+04   0.329950E+04  -0.143617E+13
   0.1004373000000E+15   0.318273E+07  -0.134263E+24   0.329743E+04   0.329743E+04  -0.143078E+13
   0.1005213000000E+15   0.318540E+07  -0.133926E+24   0.329536E+04   0.329536E+04  -0.142541E+13
   0.1006053000000E+15   0.318806E+07  -0.133592E+24   0.329330E+04   0.329330E+04  -0.142007E+13
   0.1006893000000E+15   0.319072E+07  -0.133258E+24   0.329124E+04   0.329124E+04  -0.141475E+13
   0.1007733000000E+15   0.319338E+07  -0.132926E+24   0.328919E+04   0.328919E+04  -0.140947E+13
   0.1008573000000E+15   0.319604E+07  -0.132595E+24   0.328714E+04   0.328714E+04  -0.140421E+13
   0.1009413000000E+15   0.319871E+07  -0.132265E+24   0.328510E+04   0.328510E+04  -0.139897E+13
   0.1010253000000E+15   0.320137E+07  -0.131937E+24   0.328305E+04   0.328305E+04  -0.139376E+13
   0.1011093000000E+15   0.320403E+07  -0.131610E+24   0.328102E+04   0.328102E+04  -0.138858E+13
   0.1011933000000E+15   0.320669E+07  -0.131284E+24   0.327898E+04   0.327898E+04  -0.138342E+13
   0.1012773000000E+15   0.320935E+07  -0.130959E+24   0.327695E+04   0.327695E+04  -0.137829E+13
   0.1013613000000E+15   0.321201E+07  -0.130635E+24   0.327492E+04   0.327492E+04  -0.137318E+13
   0.1014453000000E+15   0.321468E+07  -0.130313E+24   0.327290E+04   0.327290E+04  -0.136810E+13
   0.1015293000000E+15   0.321734E+07  -0.129991E+24   0.327088E+04   0.327088E+04  -0.136305E+13
   0.1016133000000E+15   0.322000E+07  -0.129672E+24   0.326887E+04   0.326887E+04  -0.135802E+13
   0.1016973000000E+15   0.322266E+07  -0.129353E+24   0.326686E+04   0.326686E+04  -0.135301E+13
   0.1017813000000E+15   0.322532E+07  -0.129035E+24   0.326485E+04   0.326485E+04  -0.134803E+13
   0.1018653000000E+15   0.322799E+07  -0.128718E+24   0.326284E+04   0.326284E+04  -0.134307E+13
   0.1019493000000E+15   0.323065E+07  -0.128403E+24   0.326084E+04   0.326084E+04  -0.133814E+13
   0.1020333000000E+15   0.323331E+07  -0.128089E+24   0.325885E+04   0.325885E+04  -0.133323E+13
   0.1021173000000E+15   0.323597E+07  -0.127776E+24   0.325685E+04   0.325685E+04  -0.132835E+13
   0.1022013000000E+15   0.323863E+07  -0.127464E+24   0.325487E+04   0.325487E+04  -0.132349E+13
   0.1022853000000E+15   0.324129E+07  -0.127153E+24   0.325288E+04   0.325288E+04  -0.131865E+13
   0.1023693000000E+15   0.324396E+07  -0.126843E+24   0.325090E+04   0.325090E+04  -0.131383E+13
   0.1024533000000E+15   0.324662E+07  -0.126535E+24   0.324892E+04   0.324892E+04  -0.130904E+13
   0.1025373000000E+15   0.324928E+07  -0.126227E+24   0.324694E+04   0.324694E+04  -0.130428E+13
   0.1026213000000E+15   0.325194E+07  -0.125921E+24   0.324497E+04   0.324497E+04  -0.129953E+13
   0.1027053000000E+15   0.325460E+07  -0.125616E+24   0.324301E+04   0.324301E+04  -0.129481E+13
   0.1027893000000E+15   0.325727E+07  -0.125312E+24   0.324104E+04   0.324104E+04  -0.129011E+13
   0.1028733000000E+15   0.325993E+07  -0.125009E+24   0.323908E+04   0.323908E+04  -0.128544E+13
   0.1029573000000E+15   0.326259E+07  -0.124707E+24   0.323712E+04   0.323712E+04  -0.128079E+13
   0.1030413000000E+15   0.326525E+07  -0.124407E+24   0.323517E+04   0.323517E+04  -0.127616E+13
   0.1031253000000E+15   0.326791E+07  -0.124107E+24   0.323322E+04   0.323322E+04  -0.127155E+13
   0.1032093000000E+15   0.327058E+07  -0.123808E+24   0.323128E+04   0.323128E+04  -0.126697E+13
   0.1032933000000E+15   0.327324E+07  -0.123511E+24   0.322933E+04   0.322933E+04  -0.126240E+13
   0.1033773000000E+15   0.327590E+07  -0.123215E+24   0.322739E+04   0.322739E+04  -0.125786E+13
   0.1034613000000E+15   0.327856E+07  -0.122919E+24   0.322546E+04   0.322546E+04  -0.125334E+13
   0.1035453000000E+15   0.328122E+07  -0.122625E+24   0.322353E+04   0.322353E+04  -0.124884E+13
   0.1036293000000E+15   0.328388E+07  -0.122332E+24   0.322160E+04   0.322160E+04  -0.124437E+13
   0.1037133000000E+15   0.328655E+07  -0.122040E+24   0.321967E+04   0.321967E+04  -0.123991E+13
   0.1037973000000E+15   0.328921E+07  -0.121748E+24   0.321775E+04   0.321775E+04  -0.123548E+13
   0.1038813000000E+15   0.329187E+07  -0.121458E+24   0.321583E+04   0.321583E+04  -0.123106E+13
   0.1039653000000E+15   0.329453E+07  -0.121169E+24   0.321391E+04   0.321391E+04  -0.122667E+13
   0.1040493000000E+15   0.329719E+07  -0.120881E+24   0.321200E+04   0.321200E+04  -0.122229E+13
   0.1041333000000E+15   0.329986E+07  -0.120594E+24   0.321009E+04   0.321009E+04  -0.121794E+13
   0.1042173000000E+15   0.330252E+07  -0.120308E+24   0.320819E+04   0.320819E+04  -0.121361E+13
   0.1043013000000E+15   0.330518E+07  -0.120023E+24   0.320629E+04   0.320629E+04  -0.120930E+13
   0.1043853000000E+15   0.330784E+07  -0.119739E+24   0.320439E+04   0.320439E+04  -0.120501E+13
   0.1044693000000E+15   0.331050E+07  -0.119456E+24   0.320249E+04   0.320249E+04  -0.120074E+13
   0.1045533000000E+15   0.331316E+07  -0.119173E+24   0.320060E+04   0.320060E+04  -0.119649E+13
   0.1046373000000E+15   0.331583E+07  -0.118893E+24   0.319871E+04   0.319871E+04  -0.119226E+13
   0.1047213000000E+15   0.331849E+07  -0.118613E+24   0.319683E+04   0.319683E+04  -0.118805E+13
   0.1048053000000E+15   0.332115E+07  -0.118334E+24   0.319495E+04   0.319495E+04  -0.118386E+13
   0.1048893000000E+15   0.332381E+07  -0.118056E+24   0.319307E+04   0.319307E+04  -0.117970E+13
   0.1049733000000E+15   0.332647E+07  -0.117779E+24   0.319119E+04   0.319119E+04  -0.117555E+13
   0.1050573000000E+15   0.332914E+07  -0.117503E+24   0.318932E+04   0.318932E+04  -0.117141E+13
   0.1052253000000E+15   0.333446E+07  -0.116954E+24   0.318559E+04   0.318559E+04  -0.116321E+13
   0.1053933000000E+15   0.333978E+07  -0.116408E+24   0.318187E+04   0.318187E+04  -0.115509E+13
   0.1055613000000E+15   0.334511E+07  -0.115867E+24   0.317816E+04   0.317816E+04  -0.114704E+13
   0.1057293000000E+15   0.335043E+07  -0.115329E+24   0.317447E+04   0.317447E+04  -0.113907E+13
   0.1058973000000E+15   0.335575E+07  -0.114795E+24   0.317079E+04   0.317079E+04  -0.113117E+13
   0.1060653000000E+15   0.336108E+07  -0.114265E+24   0.316712E+04   0.316712E+04  -0.112334E+13
   0.1062333000000E+15   0.336640E+07  -0.113738E+24   0.316347E+04   0.316347E+04  -0.111558E+13
   0.1064013000000E+15   0.337173E+07  -0.113215E+24   0.315982E+04   0.315982E+04  -0.110789E+13
   0.1065693000000E+15   0.337705E+07  -0.112695E+24   0.315619E+04   0.315619E+04  -0.110027E+13
   0.1067373000000E+15   0.338237E+07  -0.112180E+24   0.315257E+04   0.315257E+04  -0.109272E+13
   0.1069053000000E+15   0.338770E+07  -0.111667E+24   0.314897E+04   0.314897E+04  -0.108525E+13
   0.1070733000000E+15   0.339302E+07  -0.111159E+24   0.314537E+04   0.314537E+04  -0.107784E+13
   0.1072413000000E+15   0.339834E+07  -0.110653E+24   0.314179E+04   0.314179E+04  -0.107050E+13
   0.1074093000000E+15   0.340367E+07  -0.110152E+24   0.313823E+04   0.313823E+04  -0.106323E+13
   0.1075773000000E+15   0.340899E+07  -0.109654E+24   0.313467E+04   0.313467E+04  -0.105602E+13
   0.1077453000000E+15   0.341432E+07  -0.109158E+24   0.313113E+04   0.313113E+04  -0.104888E+13
   0.1079133000000E+15   0.341964E+07  -0.108667E+24   0.312759E+04   0.312759E+04  -0.104180E+13
   0.1080813000000E+15   0.342496E+07  -0.108178E+24   0.312407E+04   0.312407E+04  -0.103478E+13
   0.1082493000000E+15   0.343029E+07  -0.107693E+24   0.312056E+04   0.312056E+04  -0.102783E+13
   0.1084173000000E+15   0.343561E+07  -0.107211E+24   0.311707E+04   0.311707E+04  -0.102093E+13
   0.1085853000000E+15   0.344093E+07  -0.106732E+24   0.311358E+04   0.311358E+04  -0.101410E+13
   0.1087533000000E+15   0.344626E+07  -0.106256E+24   0.311010E+04   0.311010E+04  -0.100733E+13
   0.1089213000000E+15   0.345158E+07  -0.105784E+24   0.310664E+04   0.310664E+04  -0.100062E+13
   0.1090893000000E+15   0.345691E+07  -0.105314E+24   0.310319E+04   0.310319E+04  -0.993965E+12
   0.1092573000000E+15   0.346223E+07  -0.104848E+24   0.309975E+04   0.309975E+04  -0.987371E+12
   0.1094253000000E+15   0.346755E+07  -0.104385E+24   0.309632E+04   0.309632E+04  -0.980837E+12
   0.1095933000000E+15   0.347288E+07  -0.103925E+24   0.309290E+04   0.309290E+04  -0.974362E+12
   0.1097613000000E+15   0.347820E+07  -0.103468E+24   0.308950E+04   0.308950E+04  -0.967945E+12
   0.1099293000000E+15   0.348352E+07  -0.103014E+24   0.308611E+04   0.308611E+04  -0.961581E+12
   0.1100973000000E+15   0.348885E+07  -0.102564E+24   0.308272E+04   0.308272E+04  -0.955277E+12
   0.1102653000000E+15   0.349417E+07  -0.102116E+24   0.307935E+04   0.307935E+04  -0.949027E+12
   0.1104333000000E+15   0.349949E+07  -0.101671E+24   0.307599E+04   0.307599E+04  -0.942827E+12
   0.1106013000000E+15   0.350482E+07  -0.101228E+24   0.307264E+04   0.307264E+04  -0.936682E+12
   0.1107693000000E+15   0.351014E+07  -0.100789E+24   0.306930E+04   0.306930E+04  -0.930589E+12
   0.1109373000000E+15   0.351547E+07  -0.100352E+24   0.306597E+04   0.306597E+04  -0.924551E+12
   0.1111053000000E+15   0.352079E+07  -0.999187E+23   0.306266E+04   0.306266E+04  -0.918565E+12
   0.1112733000000E+15   0.352611E+07  -0.994880E+23   0.305935E+04   0.305935E+04  -0.912631E+12
   0.1114413000000E+15   0.353144E+07  -0.990601E+23   0.305605E+04   0.305605E+04  -0.906750E+12
   0.1116093000000E+15   0.353676E+07  -0.986350E+23   0.305277E+04   0.305277E+04  -0.900920E+12
   0.1117773000000E+15   0.354208E+07  -0.982124E+23   0.304950E+04   0.304950E+04  -0.895136E+12
   0.1119453000000E+15   0.354741E+07  -0.977924E+23   0.304623E+04   0.304623E+04  -0.889400E+12
   0.1121133000000E+15   0.355273E+07  -0.973752E+23   0.304298E+04   0.304298E+04  -0.883715E+12
   0.1122813000000E+15   0.355806E+07  -0.969609E+23   0.303973E+04   0.303973E+04  -0.878080E+12
   0.1124493000000E+15   0.356338E+07  -0.965491E+23   0.303650E+04   0.303650E+04  -0.872492E+12
   0.1126173000000E+15   0.356870E+07  -0.961398E+23   0.303328E+04   0.303328E+04  -0.866951E+12
   0.1127853000000E+15   0.357403E+07  -0.957331E+23   0.303006E+04   0.303006E+04  -0.861455E+12
   0.1129533000000E+15   0.357935E+07  -0.953290E+23   0.302686E+04   0.302686E+04  -0.856006E+12
   0.1131213000000E+15   0.358467E+07  -0.949274E+23   0.302367E+04   0.302367E+04  -0.850603E+12
   0.1132893000000E+15   0.359000E+07  -0.945287E+23   0.302049E+04   0.302049E+04  -0.845249E+12
   0.1134573000000E+15   0.359532E+07  -0.941321E+23   0.301732E+04   0.301732E+04  -0.839935E+12
   0.1136253000000E+15   0.360065E+07  -0.937383E+23   0.301416E+04   0.301416E+04  -0.834670E+12
   0.1137933000000E+15   0.360597E+07  -0.933468E+23   0.301100E+04   0.301100E+04  -0.829447E+12
   0.1139613000000E+15   0.361129E+07  -0.929578E+23   0.300786E+04   0.300786E+04  -0.824267E+12
   0.1141293000000E+15   0.361662E+07  -0.925714E+23   0.300473E+04   0.300473E+04  -0.819134E+12
   0.1142973000000E+15   0.362194E+07  -0.921874E+23   0.300161E+04   0.300161E+04  -0.814042E+12
   0.1144653000000E+15   0.362726E+07  -0.918057E+23   0.299850E+04   0.299850E+04  -0.808991E+12
   0.1146333000000E+15   0.363259E+07  -0.914262E+23   0.299539E+04   0.299539E+04  -0.803981E+12
   0.1148013000000E+15   0.363791E+07  -0.910492E+23   0.299230E+04   0.299230E+04  -0.799012E+12
   0.1149693000000E+15   0.364324E+07  -0.906743E+23   0.298922E+04   0.298922E+04  -0.794083E+12
   0.1151373000000E+15   0.364856E+07  -0.903020E+23   0.298614E+04   0.298614E+04  -0.789197E+12
   0.1153053000000E+15   0.365388E+07  -0.899320E+23   0.298308E+04   0.298308E+04  -0.784352E+12
   0.1154733000000E+15   0.365921E+07  -0.895644E+23   0.298003E+04   0.298003E+04  -0.779547E+12
   0.1156413000000E+15   0.366453E+07  -0.891988E+23   0.297698E+04   0.297698E+04  -0.774779E+12
   0.1158093000000E+15   0.366985E+07  -0.888353E+23   0.297394E+04   0.297394E+04  -0.770048E+12
   0.1159773000000E+15   0.367518E+07  -0.884740E+23   0.297092E+04   0.297092E+04  -0.765355E+12
   0.1161453000000E+15   0.368050E+07  -0.881150E+23   0.296790E+04   0.296790E+04  -0.760701E+12
   0.1163133000000E+15   0.368582E+07  -0.877579E+23   0.296489E+04   0.296489E+04  -0.756082E+12
   0.1164813000000E+15   0.369115E+07  -0.874032E+23   0.296188E+04   0.296188E+04  -0.751502E+12
   0.1166493000000E+15   0.369647E+07  -0.870508E+23   0.295889E+04   0.295889E+04  -0.746962E+12
   0.1168173000000E+15   0.370180E+07  -0.867006E+23   0.295591E+04   0.295591E+04  -0.742459E+12
   0.1169853000000E+15   0.370712E+07  -0.863525E+23   0.295294E+04   0.295294E+04  -0.737992E+12
   0.1171533000000E+15   0.371244E+07  -0.860065E+23   0.294998E+04   0.294998E+04  -0.733561E+12
   0.1173213000000E+15   0.371777E+07  -0.856625E+23   0.294703E+04   0.294703E+04  -0.729165E+12
   0.1174893000000E+15   0.372309E+07  -0.853206E+23   0.294408E+04   0.294408E+04  -0.724804E+12
   0.1176573000000E+15   0.372841E+07  -0.849806E+23   0.294114E+04   0.294114E+04  -0.720475E+12
   0.1178253000000E+15   0.373374E+07  -0.846426E+23   0.293822E+04   0.293822E+04  -0.716181E+12
   0.1179933000000E+15   0.373906E+07  -0.843067E+23   0.293530E+04   0.293530E+04  -0.711922E+12
   0.1181613000000E+15   0.374439E+07  -0.839728E+23   0.293239E+04   0.293239E+04  -0.707698E+12
   0.1183293000000E+15   0.374971E+07  -0.836408E+23   0.292948E+04   0.292948E+04  -0.703505E+12
   0.1184973000000E+15   0.375503E+07  -0.833109E+23   0.292659E+04   0.292659E+04  -0.699346E+12
   0.1186653000000E+15   0.376036E+07  -0.829828E+23   0.292370E+04   0.292370E+04  -0.695219E+12
   0.1188333000000E+15   0.376568E+07  -0.826567E+23   0.292083E+04   0.292083E+04  -0.691125E+12
   0.1190013000000E+15   0.377100E+07  -0.823325E+23   0.291796E+04   0.291796E+04  -0.687062E+12
   0.1191693000000E+15   0.377633E+07  -0.820102E+23   0.291510E+04   0.291510E+04  -0.683032E+12
   0.1193373000000E+15   0.378165E+07  -0.816897E+23   0.291225E+04   0.291225E+04  -0.679032E+12
   0.1195053000000E+15   0.378698E+07  -0.813711E+23   0.290940E+04   0.290940E+04  -0.675064E+12
   0.1196733000000E+15   0.379230E+07  -0.810545E+23   0.290657E+04   0.290657E+04  -0.671127E+12
   0.1198413000000E+15   0.379762E+07  -0.807396E+23   0.290374E+04   0.290374E+04  -0.667220E+12
   0.1200093000000E+15   0.380295E+07  -0.804267E+23   0.290092E+04   0.290092E+04  -0.663346E+12
   0.1201773000000E+15   0.380827E+07  -0.801154E+23   0.289811E+04   0.289811E+04  -0.659498E+12
   0.1203453000000E+15   0.381359E+07  -0.798060E+23   0.289531E+04   0.289531E+04  -0.655681E+12
   0.1205133000000E+15   0.381892E+07  -0.794984E+23   0.289252E+04   0.289252E+04  -0.651894E+12
   0.1206813000000E+15   0.382424E+07  -0.791928E+23   0.288973E+04   0.288973E+04  -0.648138E+12
   0.1208493000000E+15   0.382957E+07  -0.788889E+23   0.288696E+04   0.288696E+04  -0.644412E+12
   0.1210173000000E+15   0.383489E+07  -0.785866E+23   0.288419E+04   0.288419E+04  -0.640710E+12
   0.1211853000000E+15   0.384021E+07  -0.782859E+23   0.288142E+04   0.288142E+04  -0.637038E+12
   0.1213533000000E+15   0.384554E+07  -0.779871E+23   0.287867E+04   0.287867E+04  -0.633393E+12
   0.1215213000000E+15   0.385086E+07  -0.776898E+23   0.287592E+04   0.287592E+04  -0.629775E+12
   0.1216893000000E+15   0.385618E+07  -0.773942E+23   0.287318E+04   0.287318E+04  -0.626184E+12
   0.1218573000000E+15   0.386151E+07  -0.771004E+23   0.287045E+04   0.287045E+04  -0.622621E+12
   0.1220253000000E+15   0.386683E+07  -0.768082E+23   0.286773E+04   0.286773E+04  -0.619086E+12
   0.1221933000000E+15   0.387215E+07  -0.765177E+23   0.286502E+04   0.286502E+04  -0.615577E+12
   0.1223613000000E+15   0.387748E+07  -0.762291E+23   0.286231E+04   0.286231E+04  -0.612098E+12
   0.1225293000000E+15   0.388280E+07  -0.759421E+23   0.285961E+04   0.285961E+04  -0.608644E+12
   0.1226973000000E+15   0.388813E+07  -0.756566E+23   0.285692E+04   0.285692E+04  -0.605214E+12
   0.1228653000000E+15   0.389345E+07  -0.753727E+23   0.285424E+04   0.285424E+04  -0.601811E+12
   0.1230333000000E+15   0.389877E+07  -0.750903E+23   0.285156E+04   0.285156E+04  -0.598433E+12
   0.1232013000000E+15   0.390410E+07  -0.748095E+23   0.284889E+04   0.284889E+04  -0.595079E+12
   0.1233693000000E+15   0.390942E+07  -0.745302E+23   0.284623E+04   0.284623E+04  -0.591749E+12
   0.1235373000000E+15   0.391474E+07  -0.742524E+23   0.284357E+04   0.284357E+04  -0.588445E+12
   0.1237053000000E+15   0.392007E+07  -0.739763E+23   0.284092E+04   0.284092E+04  -0.585165E+12
   0.1238733000000E+15   0.392539E+07  -0.737017E+23   0.283828E+04   0.283828E+04  -0.581910E+12
   0.1240413000000E+15   0.393072E+07  -0.734286E+23   0.283565E+04   0.283565E+04  -0.578678E+12
   0.1242093000000E+15   0.393604E+07  -0.731570E+23   0.283302E+04   0.283302E+04  -0.575471E+12
